time,module,action
209.6122,PROCEDURAL,RULE FIRED: encode_letter
209.6122,g,MODIFIED
209.6122,g2,CLEARED
209.6122,PROCEDURAL,CONFLICT RESOLUTION
209.6122,PROCEDURAL,NO RULE FOUND
209.8122,g2,CREATED A CHUNK: image(img=  )
209.8122,PROCEDURAL,CONFLICT RESOLUTION
209.8122,PROCEDURAL,RULE SELECTED: ignore_non_A
209.8622,PROCEDURAL,RULE FIRED: ignore_non_A
209.8622,g,MODIFIED
209.8622,PROCEDURAL,CONFLICT RESOLUTION
209.8622,PROCEDURAL,RULE SELECTED: reset_goal
209.9122,PROCEDURAL,RULE FIRED: reset_goal
209.9122,g,MODIFIED
209.9122,PROCEDURAL,CONFLICT RESOLUTION
209.9122,PROCEDURAL,RULE SELECTED: encode_letter
209.9622,PROCEDURAL,RULE FIRED: encode_letter
209.9622,g,MODIFIED
209.9622,g2,CLEARED
209.9622,PROCEDURAL,CONFLICT RESOLUTION
209.9622,PROCEDURAL,NO RULE FOUND
210.0,PROCEDURAL,CONFLICT RESOLUTION
210.0,PROCEDURAL,NO RULE FOUND
210.0064,visual,"AUTOMATIC BUFFERING: _visual(cmd= , color= , screen_pos= _visuallocation(color= , screen_x= 320, screen_y= 185, value= ), value= A)"
210.0064,PROCEDURAL,CONFLICT RESOLUTION
210.0064,PROCEDURAL,NO RULE FOUND
210.1622,g2,CREATED A CHUNK: image(img=  )
210.1622,PROCEDURAL,CONFLICT RESOLUTION
210.1622,PROCEDURAL,RULE SELECTED: ignore_non_A
210.2122,PROCEDURAL,RULE FIRED: ignore_non_A
210.2122,g,MODIFIED
210.2122,PROCEDURAL,CONFLICT RESOLUTION
210.2122,PROCEDURAL,RULE SELECTED: reset_goal
210.2622,PROCEDURAL,RULE FIRED: reset_goal
210.2622,g,MODIFIED
210.2622,PROCEDURAL,CONFLICT RESOLUTION
210.2622,PROCEDURAL,RULE SELECTED: encode_letter
210.3122,PROCEDURAL,RULE FIRED: encode_letter
210.3122,g,MODIFIED
210.3122,g2,CLEARED
210.3122,PROCEDURAL,CONFLICT RESOLUTION
210.3122,PROCEDURAL,NO RULE FOUND
210.5122,g2,CREATED A CHUNK: image(img= A)
210.5122,PROCEDURAL,CONFLICT RESOLUTION
210.5122,PROCEDURAL,RULE SELECTED: respond_to_A
210.5622,PROCEDURAL,RULE FIRED: respond_to_A
210.5622,g,MODIFIED
210.5622,manual,COMMAND: press_key
210.5622,manual,PREPARATION COMPLETE
210.5622,PROCEDURAL,CONFLICT RESOLUTION
210.5622,PROCEDURAL,RULE SELECTED: reset_goal
210.6122,manual,INITIATION COMPLETE
210.6122,PROCEDURAL,RULE FIRED: reset_goal
210.6122,g,MODIFIED
210.6122,PROCEDURAL,CONFLICT RESOLUTION
210.6122,PROCEDURAL,RULE SELECTED: encode_letter
210.6622,PROCEDURAL,RULE FIRED: encode_letter
210.6622,g,MODIFIED
210.6622,g2,CLEARED
210.6622,PROCEDURAL,CONFLICT RESOLUTION
210.6622,PROCEDURAL,NO RULE FOUND
210.7122,manual,KEY PRESSED: 1
210.7122,PROCEDURAL,CONFLICT RESOLUTION
210.7122,PROCEDURAL,NO RULE FOUND
210.8622,manual,MOVEMENT FINISHED
210.8622,g2,CREATED A CHUNK: image(img= A)
210.8622,PROCEDURAL,CONFLICT RESOLUTION
210.8622,PROCEDURAL,RULE SELECTED: respond_to_A
210.9122,PROCEDURAL,RULE FIRED: respond_to_A
210.9122,g,MODIFIED
210.9122,manual,COMMAND: press_key
210.9122,manual,PREPARATION COMPLETE
210.9122,PROCEDURAL,CONFLICT RESOLUTION
210.9122,PROCEDURAL,RULE SELECTED: reset_goal
210.9622,manual,INITIATION COMPLETE
210.9622,PROCEDURAL,RULE FIRED: reset_goal
210.9622,g,MODIFIED
210.9622,PROCEDURAL,CONFLICT RESOLUTION
210.9622,PROCEDURAL,RULE SELECTED: encode_letter
211.0094,visual,"AUTOMATIC BUFFERING: _visual(cmd= , color= , screen_pos= _visuallocation(color= , screen_x= 320, screen_y= 185, value= ), value=  )"
211.0122,PROCEDURAL,RULE FIRED: encode_letter
211.0122,g,MODIFIED
211.0122,g2,CLEARED
211.0122,PROCEDURAL,CONFLICT RESOLUTION
211.0122,PROCEDURAL,NO RULE FOUND
211.0622,manual,KEY PRESSED: 1
211.0622,PROCEDURAL,CONFLICT RESOLUTION
211.0622,PROCEDURAL,NO RULE FOUND
211.2122,manual,MOVEMENT FINISHED
211.2122,g2,CREATED A CHUNK: image(img=  )
211.2122,PROCEDURAL,CONFLICT RESOLUTION
211.2122,PROCEDURAL,RULE SELECTED: ignore_non_A
211.2622,PROCEDURAL,RULE FIRED: ignore_non_A
211.2622,g,MODIFIED
211.2622,PROCEDURAL,CONFLICT RESOLUTION
211.2622,PROCEDURAL,RULE SELECTED: reset_goal
211.3122,PROCEDURAL,RULE FIRED: reset_goal
211.3122,g,MODIFIED
211.3122,PROCEDURAL,CONFLICT RESOLUTION
211.3122,PROCEDURAL,RULE SELECTED: encode_letter
211.3622,PROCEDURAL,RULE FIRED: encode_letter
211.3622,g,MODIFIED
211.3622,g2,CLEARED
211.3622,PROCEDURAL,CONFLICT RESOLUTION
211.3622,PROCEDURAL,NO RULE FOUND
211.5622,g2,CREATED A CHUNK: image(img=  )
211.5622,PROCEDURAL,CONFLICT RESOLUTION
211.5622,PROCEDURAL,RULE SELECTED: ignore_non_A
211.6122,PROCEDURAL,RULE FIRED: ignore_non_A
211.6122,g,MODIFIED
211.6122,PROCEDURAL,CONFLICT RESOLUTION
211.6122,PROCEDURAL,RULE SELECTED: reset_goal
211.6622,PROCEDURAL,RULE FIRED: reset_goal
211.6622,g,MODIFIED
211.6622,PROCEDURAL,CONFLICT RESOLUTION
211.6622,PROCEDURAL,RULE SELECTED: encode_letter
211.7122,PROCEDURAL,RULE FIRED: encode_letter
211.7122,g,MODIFIED
211.7122,g2,CLEARED
211.7122,PROCEDURAL,CONFLICT RESOLUTION
211.7122,PROCEDURAL,NO RULE FOUND
211.9122,g2,CREATED A CHUNK: image(img=  )
211.9122,PROCEDURAL,CONFLICT RESOLUTION
211.9122,PROCEDURAL,RULE SELECTED: ignore_non_A
211.9622,PROCEDURAL,RULE FIRED: ignore_non_A
211.9622,g,MODIFIED
211.9622,PROCEDURAL,CONFLICT RESOLUTION
211.9622,PROCEDURAL,RULE SELECTED: reset_goal
212.0089,visual,"AUTOMATIC BUFFERING: _visual(cmd= , color= , screen_pos= _visuallocation(color= , screen_x= 320, screen_y= 185, value= ), value= A)"
212.0122,PROCEDURAL,RULE FIRED: reset_goal
212.0122,g,MODIFIED
212.0122,PROCEDURAL,CONFLICT RESOLUTION
212.0122,PROCEDURAL,RULE SELECTED: encode_letter
212.0622,PROCEDURAL,RULE FIRED: encode_letter
212.0622,g,MODIFIED
212.0622,g2,CLEARED
212.0622,PROCEDURAL,CONFLICT RESOLUTION
212.0622,PROCEDURAL,NO RULE FOUND
212.2622,g2,CREATED A CHUNK: image(img= A)
212.2622,PROCEDURAL,CONFLICT RESOLUTION
212.2622,PROCEDURAL,RULE SELECTED: respond_to_A
212.3122,PROCEDURAL,RULE FIRED: respond_to_A
212.3122,g,MODIFIED
212.3122,manual,COMMAND: press_key
212.3122,manual,PREPARATION COMPLETE
212.3122,PROCEDURAL,CONFLICT RESOLUTION
212.3122,PROCEDURAL,RULE SELECTED: reset_goal
212.3622,manual,INITIATION COMPLETE
212.3622,PROCEDURAL,RULE FIRED: reset_goal
212.3622,g,MODIFIED
212.3622,PROCEDURAL,CONFLICT RESOLUTION
212.3622,PROCEDURAL,RULE SELECTED: encode_letter
212.4122,PROCEDURAL,RULE FIRED: encode_letter
212.4122,g,MODIFIED
212.4122,g2,CLEARED
212.4122,PROCEDURAL,CONFLICT RESOLUTION
212.4122,PROCEDURAL,NO RULE FOUND
212.4622,manual,KEY PRESSED: 1
212.4622,PROCEDURAL,CONFLICT RESOLUTION
212.4622,PROCEDURAL,NO RULE FOUND
212.6122,manual,MOVEMENT FINISHED
212.6122,g2,CREATED A CHUNK: image(img= A)
212.6122,PROCEDURAL,CONFLICT RESOLUTION
212.6122,PROCEDURAL,RULE SELECTED: respond_to_A
212.6622,PROCEDURAL,RULE FIRED: respond_to_A
212.6622,g,MODIFIED
212.6622,manual,COMMAND: press_key
212.6622,manual,PREPARATION COMPLETE
212.6622,PROCEDURAL,CONFLICT RESOLUTION
212.6622,PROCEDURAL,RULE SELECTED: reset_goal
212.7122,manual,INITIATION COMPLETE
212.7122,PROCEDURAL,RULE FIRED: reset_goal
212.7122,g,MODIFIED
212.7122,PROCEDURAL,CONFLICT RESOLUTION
212.7122,PROCEDURAL,RULE SELECTED: encode_letter
212.7622,PROCEDURAL,RULE FIRED: encode_letter
212.7622,g,MODIFIED
212.7622,g2,CLEARED
212.7622,PROCEDURAL,CONFLICT RESOLUTION
212.7622,PROCEDURAL,NO RULE FOUND
212.8122,manual,KEY PRESSED: 1
212.8122,PROCEDURAL,CONFLICT RESOLUTION
212.8122,PROCEDURAL,NO RULE FOUND
212.9622,manual,MOVEMENT FINISHED
212.9622,g2,CREATED A CHUNK: image(img= A)
212.9622,PROCEDURAL,CONFLICT RESOLUTION
212.9622,PROCEDURAL,RULE SELECTED: respond_to_A
213.0112,visual,"AUTOMATIC BUFFERING: _visual(cmd= , color= , screen_pos= _visuallocation(color= , screen_x= 320, screen_y= 185, value= ), value=  )"
213.0122,PROCEDURAL,RULE FIRED: respond_to_A
213.0122,g,MODIFIED
213.0122,manual,COMMAND: press_key
213.0122,manual,PREPARATION COMPLETE
213.0122,PROCEDURAL,CONFLICT RESOLUTION
213.0122,PROCEDURAL,RULE SELECTED: reset_goal
213.0622,manual,INITIATION COMPLETE
213.0622,PROCEDURAL,RULE FIRED: reset_goal
213.0622,g,MODIFIED
213.0622,PROCEDURAL,CONFLICT RESOLUTION
213.0622,PROCEDURAL,RULE SELECTED: encode_letter
213.1122,PROCEDURAL,RULE FIRED: encode_letter
213.1122,g,MODIFIED
213.1122,g2,CLEARED
213.1122,PROCEDURAL,CONFLICT RESOLUTION
213.1122,PROCEDURAL,NO RULE FOUND
213.1622,manual,KEY PRESSED: 1
213.1622,PROCEDURAL,CONFLICT RESOLUTION
213.1622,PROCEDURAL,NO RULE FOUND
213.3122,manual,MOVEMENT FINISHED
213.3122,g2,CREATED A CHUNK: image(img=  )
213.3122,PROCEDURAL,CONFLICT RESOLUTION
213.3122,PROCEDURAL,RULE SELECTED: ignore_non_A
213.3622,PROCEDURAL,RULE FIRED: ignore_non_A
213.3622,g,MODIFIED
213.3622,PROCEDURAL,CONFLICT RESOLUTION
213.3622,PROCEDURAL,RULE SELECTED: reset_goal
213.4122,PROCEDURAL,RULE FIRED: reset_goal
213.4122,g,MODIFIED
213.4122,PROCEDURAL,CONFLICT RESOLUTION
213.4122,PROCEDURAL,RULE SELECTED: encode_letter
213.4622,PROCEDURAL,RULE FIRED: encode_letter
213.4622,g,MODIFIED
213.4622,g2,CLEARED
213.4622,PROCEDURAL,CONFLICT RESOLUTION
213.4622,PROCEDURAL,NO RULE FOUND
213.6622,g2,CREATED A CHUNK: image(img=  )
213.6622,PROCEDURAL,CONFLICT RESOLUTION
213.6622,PROCEDURAL,RULE SELECTED: ignore_non_A
213.7122,PROCEDURAL,RULE FIRED: ignore_non_A
213.7122,g,MODIFIED
213.7122,PROCEDURAL,CONFLICT RESOLUTION
213.7122,PROCEDURAL,RULE SELECTED: reset_goal
213.7622,PROCEDURAL,RULE FIRED: reset_goal
213.7622,g,MODIFIED
213.7622,PROCEDURAL,CONFLICT RESOLUTION
213.7622,PROCEDURAL,RULE SELECTED: encode_letter
213.8122,PROCEDURAL,RULE FIRED: encode_letter
213.8122,g,MODIFIED
213.8122,g2,CLEARED
213.8122,PROCEDURAL,CONFLICT RESOLUTION
213.8122,PROCEDURAL,NO RULE FOUND
214.0,PROCEDURAL,CONFLICT RESOLUTION
214.0,PROCEDURAL,NO RULE FOUND
214.0122,g2,CREATED A CHUNK: image(img=  )
214.0122,PROCEDURAL,CONFLICT RESOLUTION
214.0122,PROCEDURAL,RULE SELECTED: ignore_non_A
214.0129,visual,"AUTOMATIC BUFFERING: _visual(cmd= , color= , screen_pos= _visuallocation(color= , screen_x= 320, screen_y= 185, value= ), value= A)"
214.0622,PROCEDURAL,RULE FIRED: ignore_non_A
214.0622,g,MODIFIED
214.0622,PROCEDURAL,CONFLICT RESOLUTION
214.0622,PROCEDURAL,RULE SELECTED: reset_goal
214.1122,PROCEDURAL,RULE FIRED: reset_goal
214.1122,g,MODIFIED
214.1122,PROCEDURAL,CONFLICT RESOLUTION
214.1122,PROCEDURAL,RULE SELECTED: encode_letter
214.1622,PROCEDURAL,RULE FIRED: encode_letter
214.1622,g,MODIFIED
214.1622,g2,CLEARED
214.1622,PROCEDURAL,CONFLICT RESOLUTION
214.1622,PROCEDURAL,NO RULE FOUND
214.3622,g2,CREATED A CHUNK: image(img= A)
214.3622,PROCEDURAL,CONFLICT RESOLUTION
214.3622,PROCEDURAL,RULE SELECTED: respond_to_A
214.4122,PROCEDURAL,RULE FIRED: respond_to_A
214.4122,g,MODIFIED
214.4122,manual,COMMAND: press_key
214.4122,manual,PREPARATION COMPLETE
214.4122,PROCEDURAL,CONFLICT RESOLUTION
214.4122,PROCEDURAL,RULE SELECTED: reset_goal
214.4622,manual,INITIATION COMPLETE
214.4622,PROCEDURAL,RULE FIRED: reset_goal
214.4622,g,MODIFIED
214.4622,PROCEDURAL,CONFLICT RESOLUTION
214.4622,PROCEDURAL,RULE SELECTED: encode_letter
214.5122,PROCEDURAL,RULE FIRED: encode_letter
214.5122,g,MODIFIED
214.5122,g2,CLEARED
214.5122,PROCEDURAL,CONFLICT RESOLUTION
214.5122,PROCEDURAL,NO RULE FOUND
214.5622,manual,KEY PRESSED: 1
214.5622,PROCEDURAL,CONFLICT RESOLUTION
214.5622,PROCEDURAL,NO RULE FOUND
214.7122,manual,MOVEMENT FINISHED
214.7122,g2,CREATED A CHUNK: image(img= A)
214.7122,PROCEDURAL,CONFLICT RESOLUTION
214.7122,PROCEDURAL,RULE SELECTED: respond_to_A
214.7622,PROCEDURAL,RULE FIRED: respond_to_A
214.7622,g,MODIFIED
214.7622,manual,COMMAND: press_key
214.7622,manual,PREPARATION COMPLETE
214.7622,PROCEDURAL,CONFLICT RESOLUTION
214.7622,PROCEDURAL,RULE SELECTED: reset_goal
214.8122,manual,INITIATION COMPLETE
214.8122,PROCEDURAL,RULE FIRED: reset_goal
214.8122,g,MODIFIED
214.8122,PROCEDURAL,CONFLICT RESOLUTION
214.8122,PROCEDURAL,RULE SELECTED: encode_letter
214.8622,PROCEDURAL,RULE FIRED: encode_letter
214.8622,g,MODIFIED
214.8622,g2,CLEARED
214.8622,PROCEDURAL,CONFLICT RESOLUTION
214.8622,PROCEDURAL,NO RULE FOUND
214.9122,manual,KEY PRESSED: 1
214.9122,PROCEDURAL,CONFLICT RESOLUTION
214.9122,PROCEDURAL,NO RULE FOUND
215.0,PROCEDURAL,CONFLICT RESOLUTION
215.0,PROCEDURAL,NO RULE FOUND
215.0142,visual,"AUTOMATIC BUFFERING: _visual(cmd= , color= , screen_pos= _visuallocation(color= , screen_x= 320, screen_y= 185, value= ), value=  )"
215.0142,PROCEDURAL,CONFLICT RESOLUTION
215.0142,PROCEDURAL,NO RULE FOUND
215.0622,manual,MOVEMENT FINISHED
215.0622,g2,CREATED A CHUNK: image(img= A)
215.0622,PROCEDURAL,CONFLICT RESOLUTION
215.0622,PROCEDURAL,RULE SELECTED: respond_to_A
215.1122,PROCEDURAL,RULE FIRED: respond_to_A
215.1122,g,MODIFIED
215.1122,manual,COMMAND: press_key
215.1122,manual,PREPARATION COMPLETE
215.1122,PROCEDURAL,CONFLICT RESOLUTION
215.1122,PROCEDURAL,RULE SELECTED: reset_goal
215.1622,manual,INITIATION COMPLETE
215.1622,PROCEDURAL,RULE FIRED: reset_goal
215.1622,g,MODIFIED
215.1622,PROCEDURAL,CONFLICT RESOLUTION
215.1622,PROCEDURAL,RULE SELECTED: encode_letter
215.2122,PROCEDURAL,RULE FIRED: encode_letter
215.2122,g,MODIFIED
215.2122,g2,CLEARED
215.2122,PROCEDURAL,CONFLICT RESOLUTION
215.2122,PROCEDURAL,NO RULE FOUND
215.2622,manual,KEY PRESSED: 1
215.2622,PROCEDURAL,CONFLICT RESOLUTION
215.2622,PROCEDURAL,NO RULE FOUND
215.4122,manual,MOVEMENT FINISHED
215.4122,g2,CREATED A CHUNK: image(img=  )
215.4122,PROCEDURAL,CONFLICT RESOLUTION
215.4122,PROCEDURAL,RULE SELECTED: ignore_non_A
215.4622,PROCEDURAL,RULE FIRED: ignore_non_A
215.4622,g,MODIFIED
215.4622,PROCEDURAL,CONFLICT RESOLUTION
215.4622,PROCEDURAL,RULE SELECTED: reset_goal
215.5122,PROCEDURAL,RULE FIRED: reset_goal
215.5122,g,MODIFIED
215.5122,PROCEDURAL,CONFLICT RESOLUTION
215.5122,PROCEDURAL,RULE SELECTED: encode_letter
215.5622,PROCEDURAL,RULE FIRED: encode_letter
215.5622,g,MODIFIED
215.5622,g2,CLEARED
215.5622,PROCEDURAL,CONFLICT RESOLUTION
215.5622,PROCEDURAL,NO RULE FOUND
215.7622,g2,CREATED A CHUNK: image(img=  )
215.7622,PROCEDURAL,CONFLICT RESOLUTION
215.7622,PROCEDURAL,RULE SELECTED: ignore_non_A
215.8122,PROCEDURAL,RULE FIRED: ignore_non_A
215.8122,g,MODIFIED
215.8122,PROCEDURAL,CONFLICT RESOLUTION
215.8122,PROCEDURAL,RULE SELECTED: reset_goal
215.8622,PROCEDURAL,RULE FIRED: reset_goal
215.8622,g,MODIFIED
215.8622,PROCEDURAL,CONFLICT RESOLUTION
215.8622,PROCEDURAL,RULE SELECTED: encode_letter
215.9122,PROCEDURAL,RULE FIRED: encode_letter
215.9122,g,MODIFIED
215.9122,g2,CLEARED
215.9122,PROCEDURAL,CONFLICT RESOLUTION
215.9122,PROCEDURAL,NO RULE FOUND
216.0,PROCEDURAL,CONFLICT RESOLUTION
216.0,PROCEDURAL,NO RULE FOUND
216.0098,visual,"AUTOMATIC BUFFERING: _visual(cmd= , color= , screen_pos= _visuallocation(color= , screen_x= 320, screen_y= 185, value= ), value= A)"
216.0098,PROCEDURAL,CONFLICT RESOLUTION
216.0098,PROCEDURAL,NO RULE FOUND
216.1122,g2,CREATED A CHUNK: image(img=  )
216.1122,PROCEDURAL,CONFLICT RESOLUTION
216.1122,PROCEDURAL,RULE SELECTED: ignore_non_A
216.1622,PROCEDURAL,RULE FIRED: ignore_non_A
216.1622,g,MODIFIED
216.1622,PROCEDURAL,CONFLICT RESOLUTION
216.1622,PROCEDURAL,RULE SELECTED: reset_goal
216.2122,PROCEDURAL,RULE FIRED: reset_goal
216.2122,g,MODIFIED
216.2122,PROCEDURAL,CONFLICT RESOLUTION
216.2122,PROCEDURAL,RULE SELECTED: encode_letter
216.2622,PROCEDURAL,RULE FIRED: encode_letter
216.2622,g,MODIFIED
216.2622,g2,CLEARED
216.2622,PROCEDURAL,CONFLICT RESOLUTION
216.2622,PROCEDURAL,NO RULE FOUND
216.4622,g2,CREATED A CHUNK: image(img= A)
216.4622,PROCEDURAL,CONFLICT RESOLUTION
216.4622,PROCEDURAL,RULE SELECTED: respond_to_A
216.5122,PROCEDURAL,RULE FIRED: respond_to_A
216.5122,g,MODIFIED
216.5122,manual,COMMAND: press_key
216.5122,manual,PREPARATION COMPLETE
216.5122,PROCEDURAL,CONFLICT RESOLUTION
216.5122,PROCEDURAL,RULE SELECTED: reset_goal
216.5622,manual,INITIATION COMPLETE
216.5622,PROCEDURAL,RULE FIRED: reset_goal
216.5622,g,MODIFIED
216.5622,PROCEDURAL,CONFLICT RESOLUTION
216.5622,PROCEDURAL,RULE SELECTED: encode_letter
216.6122,PROCEDURAL,RULE FIRED: encode_letter
216.6122,g,MODIFIED
216.6122,g2,CLEARED
216.6122,PROCEDURAL,CONFLICT RESOLUTION
216.6122,PROCEDURAL,NO RULE FOUND
216.6622,manual,KEY PRESSED: 1
216.6622,PROCEDURAL,CONFLICT RESOLUTION
216.6622,PROCEDURAL,NO RULE FOUND
216.8122,manual,MOVEMENT FINISHED
216.8122,g2,CREATED A CHUNK: image(img= A)
216.8122,PROCEDURAL,CONFLICT RESOLUTION
216.8122,PROCEDURAL,RULE SELECTED: respond_to_A
216.8622,PROCEDURAL,RULE FIRED: respond_to_A
216.8622,g,MODIFIED
216.8622,manual,COMMAND: press_key
216.8622,manual,PREPARATION COMPLETE
216.8622,PROCEDURAL,CONFLICT RESOLUTION
216.8622,PROCEDURAL,RULE SELECTED: reset_goal
216.9122,manual,INITIATION COMPLETE
216.9122,PROCEDURAL,RULE FIRED: reset_goal
216.9122,g,MODIFIED
216.9122,PROCEDURAL,CONFLICT RESOLUTION
216.9122,PROCEDURAL,RULE SELECTED: encode_letter
216.9622,PROCEDURAL,RULE FIRED: encode_letter
216.9622,g,MODIFIED
216.9622,g2,CLEARED
216.9622,PROCEDURAL,CONFLICT RESOLUTION
216.9622,PROCEDURAL,NO RULE FOUND
217.0,PROCEDURAL,CONFLICT RESOLUTION
217.0,PROCEDURAL,NO RULE FOUND
217.0097,visual,"AUTOMATIC BUFFERING: _visual(cmd= , color= , screen_pos= _visuallocation(color= , screen_x= 320, screen_y= 185, value= ), value=  )"
217.0097,PROCEDURAL,CONFLICT RESOLUTION
217.0097,PROCEDURAL,NO RULE FOUND
217.0122,manual,KEY PRESSED: 1
217.0122,PROCEDURAL,CONFLICT RESOLUTION
217.0122,PROCEDURAL,NO RULE FOUND
217.1622,manual,MOVEMENT FINISHED
217.1622,g2,CREATED A CHUNK: image(img= A)
217.1622,PROCEDURAL,CONFLICT RESOLUTION
217.1622,PROCEDURAL,RULE SELECTED: respond_to_A
217.2122,PROCEDURAL,RULE FIRED: respond_to_A
217.2122,g,MODIFIED
217.2122,manual,COMMAND: press_key
217.2122,manual,PREPARATION COMPLETE
217.2122,PROCEDURAL,CONFLICT RESOLUTION
217.2122,PROCEDURAL,RULE SELECTED: reset_goal
217.2622,manual,INITIATION COMPLETE
217.2622,PROCEDURAL,RULE FIRED: reset_goal
217.2622,g,MODIFIED
217.2622,PROCEDURAL,CONFLICT RESOLUTION
217.2622,PROCEDURAL,RULE SELECTED: encode_letter
217.3122,PROCEDURAL,RULE FIRED: encode_letter
217.3122,g,MODIFIED
217.3122,g2,CLEARED
217.3122,PROCEDURAL,CONFLICT RESOLUTION
217.3122,PROCEDURAL,NO RULE FOUND
217.3622,manual,KEY PRESSED: 1
217.3622,PROCEDURAL,CONFLICT RESOLUTION
217.3622,PROCEDURAL,NO RULE FOUND
217.5122,manual,MOVEMENT FINISHED
217.5122,g2,CREATED A CHUNK: image(img=  )
217.5122,PROCEDURAL,CONFLICT RESOLUTION
217.5122,PROCEDURAL,RULE SELECTED: ignore_non_A
217.5622,PROCEDURAL,RULE FIRED: ignore_non_A
217.5622,g,MODIFIED
217.5622,PROCEDURAL,CONFLICT RESOLUTION
217.5622,PROCEDURAL,RULE SELECTED: reset_goal
217.6122,PROCEDURAL,RULE FIRED: reset_goal
217.6122,g,MODIFIED
217.6122,PROCEDURAL,CONFLICT RESOLUTION
217.6122,PROCEDURAL,RULE SELECTED: encode_letter
217.6622,PROCEDURAL,RULE FIRED: encode_letter
217.6622,g,MODIFIED
217.6622,g2,CLEARED
217.6622,PROCEDURAL,CONFLICT RESOLUTION
217.6622,PROCEDURAL,NO RULE FOUND
217.8622,g2,CREATED A CHUNK: image(img=  )
217.8622,PROCEDURAL,CONFLICT RESOLUTION
217.8622,PROCEDURAL,RULE SELECTED: ignore_non_A
217.9122,PROCEDURAL,RULE FIRED: ignore_non_A
217.9122,g,MODIFIED
217.9122,PROCEDURAL,CONFLICT RESOLUTION
217.9122,PROCEDURAL,RULE SELECTED: reset_goal
217.9622,PROCEDURAL,RULE FIRED: reset_goal
217.9622,g,MODIFIED
217.9622,PROCEDURAL,CONFLICT RESOLUTION
217.9622,PROCEDURAL,RULE SELECTED: encode_letter
218.0122,PROCEDURAL,RULE FIRED: encode_letter
218.0122,g,MODIFIED
218.0122,g2,CLEARED
218.0122,PROCEDURAL,CONFLICT RESOLUTION
218.0122,PROCEDURAL,NO RULE FOUND
218.013,visual,"AUTOMATIC BUFFERING: _visual(cmd= , color= , screen_pos= _visuallocation(color= , screen_x= 320, screen_y= 185, value= ), value= O)"
218.013,PROCEDURAL,CONFLICT RESOLUTION
218.013,PROCEDURAL,NO RULE FOUND
218.2122,g2,CREATED A CHUNK: image(img=  )
218.2122,PROCEDURAL,CONFLICT RESOLUTION
218.2122,PROCEDURAL,RULE SELECTED: ignore_non_A
218.2622,PROCEDURAL,RULE FIRED: ignore_non_A
218.2622,g,MODIFIED
218.2622,PROCEDURAL,CONFLICT RESOLUTION
218.2622,PROCEDURAL,RULE SELECTED: reset_goal
218.3122,PROCEDURAL,RULE FIRED: reset_goal
218.3122,g,MODIFIED
218.3122,PROCEDURAL,CONFLICT RESOLUTION
218.3122,PROCEDURAL,RULE SELECTED: encode_letter
218.3622,PROCEDURAL,RULE FIRED: encode_letter
218.3622,g,MODIFIED
218.3622,g2,CLEARED
218.3622,PROCEDURAL,CONFLICT RESOLUTION
218.3622,PROCEDURAL,NO RULE FOUND
218.5622,g2,CREATED A CHUNK: image(img= O)
218.5622,PROCEDURAL,CONFLICT RESOLUTION
218.5622,PROCEDURAL,RULE SELECTED: ignore_non_A
218.6122,PROCEDURAL,RULE FIRED: ignore_non_A
218.6122,g,MODIFIED
218.6122,PROCEDURAL,CONFLICT RESOLUTION
218.6122,PROCEDURAL,RULE SELECTED: reset_goal
218.6622,PROCEDURAL,RULE FIRED: reset_goal
218.6622,g,MODIFIED
218.6622,PROCEDURAL,CONFLICT RESOLUTION
218.6622,PROCEDURAL,RULE SELECTED: encode_letter
218.7122,PROCEDURAL,RULE FIRED: encode_letter
218.7122,g,MODIFIED
218.7122,g2,CLEARED
218.7122,PROCEDURAL,CONFLICT RESOLUTION
218.7122,PROCEDURAL,NO RULE FOUND
218.9122,g2,CREATED A CHUNK: image(img= O)
218.9122,PROCEDURAL,CONFLICT RESOLUTION
218.9122,PROCEDURAL,RULE SELECTED: ignore_non_A
218.9622,PROCEDURAL,RULE FIRED: ignore_non_A
218.9622,g,MODIFIED
218.9622,PROCEDURAL,CONFLICT RESOLUTION
218.9622,PROCEDURAL,RULE SELECTED: reset_goal
219.007,visual,"AUTOMATIC BUFFERING: _visual(cmd= , color= , screen_pos= _visuallocation(color= , screen_x= 320, screen_y= 185, value= ), value=  )"
219.0122,PROCEDURAL,RULE FIRED: reset_goal
219.0122,g,MODIFIED
219.0122,PROCEDURAL,CONFLICT RESOLUTION
219.0122,PROCEDURAL,RULE SELECTED: encode_letter
219.0622,PROCEDURAL,RULE FIRED: encode_letter
219.0622,g,MODIFIED
219.0622,g2,CLEARED
219.0622,PROCEDURAL,CONFLICT RESOLUTION
219.0622,PROCEDURAL,NO RULE FOUND
219.2622,g2,CREATED A CHUNK: image(img=  )
219.2622,PROCEDURAL,CONFLICT RESOLUTION
219.2622,PROCEDURAL,RULE SELECTED: ignore_non_A
219.3122,PROCEDURAL,RULE FIRED: ignore_non_A
219.3122,g,MODIFIED
219.3122,PROCEDURAL,CONFLICT RESOLUTION
219.3122,PROCEDURAL,RULE SELECTED: reset_goal
219.3622,PROCEDURAL,RULE FIRED: reset_goal
219.3622,g,MODIFIED
219.3622,PROCEDURAL,CONFLICT RESOLUTION
219.3622,PROCEDURAL,RULE SELECTED: encode_letter
219.4122,PROCEDURAL,RULE FIRED: encode_letter
219.4122,g,MODIFIED
